order_id,user_id,order_date,amount,status
10706,399,2025-06-16,996.19,cancelled
10707,68,2025-09-15,1835.92,completed
10708,420,2025-10-03,369.33,completed
10709,118,2025-06-29,725.66,returned
10710,70,2025-01-12,495.01,completed
10711,350,2025-02-07,3789.75,completed
10712,388,2025-02-22,2024.26,returned
10713,303,2025-06-18,234.65,completed
10714,58,2025-08-13,380.07,completed
10715,58,2025-10-21,999.6,completed
10716,196,2025-03-26,787.84,completed
10717,226,2025-10-15,433.95,completed
10718,500,2025-09-01,4278.4,completed
10719,144,2025-01-19,1364.82,cancelled
10720,97,2025-05-09,1529.0,completed
10721,473,2025-04-21,675.59,completed
10722,77,2025-11-20,1818.18,completed
10723,14,2025-12-03,840.25,completed
10724,212,2025-10-27,899.34,cancelled
10725,201,2025-07-12,1681.94,completed
10726,310,2025-06-29,350.62,completed
10727,439,2025-04-24,3354.04,cancelled
10728,467,2025-10-10,1245.97,cancelled
10729,145,2025-02-01,2688.29,cancelled
10730,491,2025-04-09,516.57,completed
10731,317,2025-02-19,574.66,completed
10732,35,2025-06-30,486.22,completed
10733,470,2025-04-20,1306.63,completed
10734,69,2025-03-14,1148.47,cancelled
10735,295,2025-05-18,792.28,completed
10736,396,2025-11-11,539.24,completed
10737,125,2025-07-23,451.86,cancelled
10738,136,2025-10-28,1060.04,returned
10739,239,2025-11-30,791.63,completed
10740,443,2025-11-26,678.63,returned
10741,112,2025-05-09,3238.81,completed
10742,332,2025-11-17,1035.22,completed
10743,227,2025-11-28,2667.85,completed
10744,56,2025-12-17,755.0,returned
10745,356,2025-05-09,1301.59,cancelled
10746,417,2025-03-25,1054.86,completed
10747,288,2025-08-02,334.17,completed
10748,89,2025-12-07,2980.47,completed
10749,78,2025-11-25,997.64,completed
10750,212,2025-07-28,1849.17,cancelled
10751,254,2025-02-24,647.8,completed
10752,277,2025-06-04,977.12,cancelled
10753,122,2025-09-18,597.77,completed
10754,251,2025-07-24,2605.03,completed
10755,148,2025-05-07,1363.74,completed
10756,344,2025-05-06,1417.91,returned
10757,399,2025-01-22,2837.64,completed
10758,327,2025-04-16,2463.75,completed
10759,1,2025-09-02,1873.83,completed
10760,497,2025-03-30,405.37,cancelled
10761,12,2025-12-29,673.86,cancelled
10762,500,2025-01-31,543.09,cancelled
10763,16,2025-08-03,1824.89,completed
10764,259,2025-07-01,1235.78,cancelled
10765,53,2025-11-01,414.32,completed
10766,48,2025-11-21,960.91,completed
10767,342,2025-07-18,385.34,completed
10768,364,2025-08-19,1056.58,completed
10769,60,2025-09-13,344.21,returned
10770,489,2025-07-10,1587.92,returned
10771,161,2025-03-09,1428.78,completed
10772,160,2025-06-06,4169.55,completed
10773,149,2025-03-30,1985.27,cancelled
10774,231,2025-06-19,815.63,returned
10775,89,2025-08-13,1944.28,completed
10776,213,2025-03-18,412.25,completed
10777,105,2025-04-02,559.07,completed
10778,26,2025-10-28,1384.65,cancelled
10779,185,2025-05-18,242.07,completed
10780,337,2025-03-14,1068.47,completed
10781,382,2025-09-18,536.9,completed
10782,177,2025-09-19,1177.22,completed
10783,162,2025-10-29,515.73,completed
10784,394,2025-10-05,1475.83,cancelled
10785,341,2025-12-29,1111.57,completed
10786,417,2025-07-29,2922.68,completed
10787,454,2025-04-15,1101.82,completed
10788,411,2025-11-11,640.31,cancelled
10789,469,2025-04-07,922.59,completed
10790,209,2025-04-17,427.96,completed
10791,198,2025-10-30,1457.23,completed
10792,161,2025-11-18,1657.22,completed
10793,118,2025-05-04,6176.07,completed
10794,375,2025-09-24,709.61,completed
10795,358,2025-12-03,909.18,returned
10796,401,2025-10-19,732.87,cancelled
10797,84,2025-01-02,1272.17,completed
10798,246,2025-08-31,1432.51,cancelled
10799,111,2025-03-04,1056.42,completed
10800,447,2025-11-05,2345.91,completed
10801,134,2025-01-25,712.03,cancelled
10802,72,2025-12-29,2187.08,completed
10803,285,2025-03-06,1598.7,completed
10804,440,2025-06-03,1087.44,completed
10805,458,2025-03-27,879.67,completed
10806,49,2025-10-25,5994.92,returned
10807,163,2025-05-24,618.99,completed
10808,77,2025-09-29,1350.94,completed
10809,154,2025-01-25,648.62,completed
10810,267,2025-06-15,3827.38,cancelled
10811,141,2025-11-29,2040.15,completed
10812,34,2025-12-05,682.09,completed
10813,256,2025-03-18,1569.98,completed
10814,27,2025-05-24,1313.42,completed
10815,114,2025-05-30,763.84,completed
10816,1,2025-07-26,1864.44,completed
10817,44,2025-07-16,1440.17,completed
10818,219,2025-02-08,1275.37,completed
10819,426,2025-10-06,1064.92,cancelled
10820,388,2025-03-24,1482.88,completed
10821,50,2025-04-25,1287.65,completed
10822,18,2025-11-03,1142.95,completed
10823,170,2025-09-09,700.15,completed
10824,327,2025-05-25,3589.03,completed
10825,374,2025-11-30,525.69,cancelled
10826,412,2025-05-24,1479.33,completed
10827,172,2025-07-26,876.41,completed
10828,85,2025-03-31,3758.15,completed
10829,14,2025-03-08,582.64,completed
10830,74,2025-06-29,655.45,returned
10831,33,2025-07-25,556.2,completed
10832,431,2025-10-22,1375.3,returned
10833,135,2025-05-23,419.42,completed
10834,412,2025-11-23,784.49,completed
10835,277,2025-08-10,243.07,completed
10836,270,2025-01-26,1297.63,completed
10837,228,2025-09-27,772.67,completed
10838,410,2025-07-29,386.98,completed
10839,22,2025-05-23,2344.73,returned
10840,47,2025-06-20,439.06,completed
10841,212,2025-04-21,1915.74,returned
10842,198,2025-08-13,671.34,completed
10843,273,2025-07-26,3364.72,completed
10844,369,2025-06-13,1853.23,completed
10845,294,2025-04-15,541.51,completed
10846,129,2025-05-26,577.12,returned
10847,164,2025-07-01,1675.5,cancelled
10848,377,2025-06-22,912.63,returned
10849,101,2025-04-23,974.05,returned
10850,253,2025-08-01,2671.96,completed
10851,270,2025-03-24,649.31,completed
10852,376,2025-07-02,1169.0,cancelled
10853,358,2025-02-14,2139.31,completed
10854,233,2025-06-22,1932.14,cancelled
10855,155,2025-10-14,980.7,completed
10856,184,2025-10-26,895.84,completed
10857,206,2025-09-11,324.68,completed
10858,110,2025-09-30,523.55,completed
10859,313,2025-01-25,1370.39,completed
10860,105,2025-05-05,995.74,completed
10861,325,2025-08-27,1155.69,completed
10862,376,2025-10-20,2269.87,completed
10863,481,2025-08-01,477.65,completed
10864,60,2025-11-08,929.53,completed
10865,380,2025-04-10,1251.5,completed
10866,43,2025-02-26,669.87,cancelled
10867,169,2025-02-01,2987.03,completed
10868,89,2025-08-01,2071.46,completed
10869,82,2025-08-31,1343.58,completed
10870,88,2025-04-15,3850.52,completed
10871,22,2025-10-14,384.05,completed
10872,412,2025-09-27,1090.72,completed
10873,31,2025-05-12,1417.2,completed
10874,200,2025-03-29,578.14,completed
10875,350,2025-09-28,1353.57,completed
10876,496,2025-09-03,505.42,completed
10877,427,2025-03-04,1778.26,completed
10878,69,2025-04-04,2299.59,completed
10879,494,2025-06-27,1326.94,completed
10880,327,2025-07-06,299.78,completed
10881,90,2025-03-02,557.38,completed
10882,225,2025-12-13,1628.31,completed
10883,459,2025-05-22,1113.03,completed
10884,197,2025-05-20,166.37,completed
10885,92,2025-01-23,2617.52,completed
10886,438,2025-11-16,1206.72,cancelled
10887,477,2025-03-27,618.1,completed
10888,488,2025-12-27,2200.56,completed
10889,478,2025-07-01,682.47,completed
10890,437,2025-11-16,677.28,cancelled
10891,228,2025-03-07,1409.3,completed
10892,97,2025-03-02,3815.12,completed
10893,309,2025-10-20,3416.98,cancelled
10894,111,2025-10-27,1410.64,completed
10895,237,2025-07-18,1515.76,completed
10896,329,2025-01-12,1908.45,completed
10897,474,2025-12-11,454.92,completed
10898,145,2025-05-24,1721.42,completed
10899,126,2025-12-08,655.99,completed
10900,368,2025-11-14,1370.51,completed
10901,4,2025-11-07,935.21,completed
10902,284,2025-09-09,1557.51,completed
10903,373,2025-09-03,1191.15,cancelled
10904,276,2025-07-14,127.6,completed
10905,192,2025-01-10,1242.93,completed
10906,415,2025-05-22,1719.02,completed
10907,186,2025-09-24,1498.4,completed
10908,356,2025-10-24,1020.64,completed
10909,233,2025-07-24,3461.69,completed
10910,14,2025-09-16,1363.71,completed
10911,266,2025-01-08,1489.76,cancelled
10912,25,2025-06-20,2278.21,cancelled
10913,466,2025-07-05,1413.49,cancelled
10914,301,2025-11-22,584.87,completed
10915,187,2025-04-24,198.97,completed
10916,244,2025-03-25,785.26,completed
10917,310,2025-05-09,1868.07,completed
10918,131,2025-03-04,856.48,cancelled
10919,145,2025-07-23,1921.43,cancelled
10920,210,2025-08-23,1216.96,completed
10921,130,2025-10-20,2701.73,cancelled
10922,379,2025-12-21,891.89,cancelled
10923,52,2025-01-27,1521.32,completed
10924,414,2025-04-01,1562.62,cancelled
10925,175,2025-04-20,3137.31,completed
10926,281,2025-04-02,332.07,completed
10927,79,2025-10-29,795.61,completed
10928,193,2025-02-20,1986.17,completed
10929,378,2025-01-11,3236.11,completed
10930,136,2025-11-11,1297.31,returned
10931,67,2025-12-17,893.46,completed
10932,261,2025-03-24,1863.07,completed
10933,82,2025-05-02,2014.43,completed
10934,158,2025-07-03,852.55,completed
10935,226,2025-07-11,1381.9,completed
10936,283,2025-12-28,2505.81,completed
10937,320,2025-05-28,4118.82,returned
10938,339,2025-01-05,1844.24,completed
10939,423,2025-06-04,1131.04,completed
10940,34,2025-07-23,1055.9,completed
10941,182,2025-07-08,1619.99,completed
10942,1,2025-07-06,1011.34,returned
10943,5,2025-12-03,1252.31,completed
10944,107,2025-10-22,522.95,completed
10945,300,2025-04-02,2718.78,completed
10946,448,2025-05-10,493.67,cancelled
10947,387,2025-09-01,810.39,completed
10948,324,2025-05-30,1174.17,completed
10949,390,2025-06-06,4419.1,completed
10950,86,2025-03-03,815.76,completed
10951,420,2025-04-03,688.0,completed
10952,446,2025-09-28,745.78,completed
10953,48,2025-11-04,3502.49,completed
10954,235,2025-10-14,153.14,returned
10955,416,2025-04-23,543.53,completed
10956,239,2025-02-19,7419.76,cancelled
10957,421,2025-02-28,1658.41,completed
10958,468,2025-05-24,505.63,completed
10959,238,2025-07-08,1064.92,completed
10960,30,2025-11-22,1149.66,completed
10961,171,2025-11-25,1982.84,completed
10962,108,2025-01-01,3974.49,completed
10963,238,2025-09-16,1439.41,completed
10964,293,2025-04-20,751.56,completed
10965,232,2025-03-14,1902.57,completed
10966,98,2025-07-22,672.65,cancelled
10967,151,2025-01-13,532.01,completed
10968,340,2025-05-02,319.92,completed
10969,14,2025-07-21,366.65,completed
10970,108,2025-04-10,585.51,cancelled
10971,447,2025-08-05,480.85,completed
10972,50,2025-06-17,1365.49,completed
10973,208,2025-10-19,473.63,completed
10974,104,2025-03-08,121.44,completed
10975,53,2025-01-21,528.09,cancelled
10976,212,2025-07-13,788.16,completed
10977,261,2025-04-04,717.8,returned
10978,89,2025-09-15,3176.92,completed
10979,39,2025-02-04,713.74,completed
10980,68,2025-07-29,2031.74,completed
10981,326,2025-12-28,1082.16,completed
10982,431,2025-02-03,1064.63,completed
10983,91,2025-04-21,611.08,completed
10984,161,2025-11-05,1052.42,completed
10985,172,2025-07-14,641.9,completed
10986,181,2025-03-05,1235.24,completed
10987,123,2025-03-19,929.48,returned
10988,28,2025-10-07,566.09,completed
10989,263,2025-11-11,2195.85,completed
10990,179,2025-05-12,1478.51,completed
10991,172,2025-06-22,801.4,completed
10992,133,2025-10-13,1214.21,completed
10993,465,2025-03-06,1034.14,returned
10994,306,2025-03-17,597.46,completed
10995,210,2025-10-10,1152.11,cancelled
10996,103,2025-03-10,710.02,completed
10997,401,2025-10-09,565.97,cancelled
10998,445,2025-07-01,352.15,completed
10999,17,2025-12-28,853.18,returned
11000,465,2025-01-13,1630.89,completed
11001,350,2025-12-12,674.34,completed
11002,50,2025-03-24,6402.83,completed
11003,377,2025-01-13,2038.52,completed
11004,54,2025-09-22,2732.66,completed
11005,26,2025-07-14,1913.46,completed
11006,58,2025-11-02,4011.84,completed
11007,230,2025-02-09,632.13,completed
11008,310,2025-01-30,182.63,completed
11009,204,2025-07-27,802.48,cancelled
11010,61,2025-11-18,1620.93,completed
11011,100,2025-05-29,1219.34,completed
11012,427,2025-10-19,1329.86,completed
11013,482,2025-11-27,2764.56,completed
11014,378,2025-11-14,1432.88,completed
11015,52,2025-07-05,1918.39,completed
11016,410,2025-09-12,568.1,completed
11017,346,2025-07-11,509.4,completed
11018,264,2025-09-04,3394.39,completed
11019,72,2025-07-26,1176.89,completed
11020,499,2025-07-11,708.92,cancelled
11021,222,2025-06-09,709.83,completed
11022,23,2025-08-27,696.18,completed
11023,105,2025-10-02,667.63,completed
11024,201,2025-12-02,446.66,cancelled
11025,32,2025-08-12,383.64,completed
11026,162,2025-02-06,956.71,completed
11027,235,2025-08-03,724.12,cancelled
11028,475,2025-04-26,2380.37,completed
11029,44,2025-01-10,1346.35,completed
11030,289,2025-01-27,1320.44,completed
11031,458,2025-08-04,651.85,completed
11032,404,2025-12-11,1007.55,completed
11033,463,2025-07-04,1411.91,completed
11034,86,2025-06-12,1810.46,completed
11035,401,2025-02-02,1026.88,completed
11036,490,2025-09-04,2334.11,completed
11037,164,2025-01-21,1102.78,completed
11038,250,2025-11-04,1910.26,completed
11039,266,2025-10-25,778.29,completed
11040,247,2025-12-28,308.34,completed
11041,145,2025-04-14,1323.26,completed
11042,486,2025-03-01,1822.07,completed
11043,479,2025-04-20,1640.48,completed
11044,191,2025-10-19,1473.7,completed
11045,403,2025-03-21,859.19,completed
11046,199,2025-11-20,623.46,completed
11047,398,2025-02-26,1613.58,returned
11048,293,2025-01-18,1478.1,returned
11049,236,2025-03-22,740.53,completed
11050,65,2025-10-03,2384.15,completed
11051,328,2025-08-08,591.11,completed
11052,161,2025-05-10,728.9,completed
11053,109,2025-08-28,3447.82,completed
11054,97,2025-08-25,2014.26,completed
11055,491,2025-07-22,853.54,completed
11056,52,2025-07-07,1340.99,completed
11057,400,2025-02-07,1222.13,completed
11058,434,2025-04-05,160.46,completed
11059,16,2025-07-12,581.42,completed
11060,295,2025-02-19,1058.29,cancelled
11061,289,2025-06-23,854.38,completed
11062,180,2025-02-12,1303.71,completed
11063,334,2025-10-15,2417.86,completed
11064,205,2025-02-07,875.61,completed
11065,220,2025-02-03,523.03,completed
11066,216,2025-08-21,1376.63,completed
11067,401,2025-03-22,872.5,returned
11068,317,2025-05-09,983.14,completed
11069,190,2025-04-25,894.05,completed
11070,464,2025-03-21,5267.37,completed
11071,402,2025-10-06,228.49,returned
11072,467,2025-09-10,835.61,completed
11073,366,2025-03-29,1093.8,returned
11074,196,2025-09-08,634.73,completed
11075,387,2025-09-18,2058.8,completed
11076,165,2025-07-16,1937.75,cancelled
11077,136,2025-07-31,1060.58,completed
11078,226,2025-12-08,907.35,completed
11079,485,2025-06-15,1013.97,returned
11080,284,2025-05-21,1019.07,completed
11081,192,2025-07-16,1038.09,completed
11082,231,2025-11-02,961.41,cancelled
11083,146,2025-09-16,1308.6,cancelled
11084,330,2025-01-28,1857.99,returned
11085,176,2025-06-17,463.51,cancelled
11086,278,2025-09-28,525.6,completed
11087,185,2025-03-23,322.48,cancelled
11088,161,2025-12-27,2011.18,completed
11089,486,2025-10-22,1306.66,completed
11090,173,2025-11-06,1561.95,completed
11091,36,2025-01-30,403.17,cancelled
11092,190,2025-07-31,3825.57,completed
11093,267,2025-07-12,716.09,cancelled
11094,48,2025-08-17,1233.66,completed
11095,153,2025-11-07,1994.34,completed
11096,84,2025-05-09,549.56,completed
11097,251,2025-07-14,748.13,completed
11098,362,2025-09-06,1243.17,completed
11099,485,2025-10-02,8104.96,completed
11100,195,2025-10-09,1353.96,completed
11101,432,2025-05-03,3376.02,completed
11102,108,2025-12-31,2550.31,completed
11103,391,2025-01-04,1418.86,completed
11104,282,2025-06-29,548.71,completed
11105,380,2025-08-11,2302.68,completed
11106,378,2025-01-23,384.26,completed
11107,267,2025-06-14,3363.08,completed
11108,129,2025-08-06,1261.43,completed
11109,264,2025-08-10,171.54,completed
11110,414,2025-02-13,864.06,completed
11111,486,2025-04-12,1733.27,completed
11112,464,2025-03-31,928.98,completed
11113,91,2025-08-22,1808.95,completed
11114,299,2025-05-01,604.85,completed
11115,53,2025-07-28,439.58,returned
11116,335,2025-09-24,1043.14,completed
11117,497,2025-10-19,1121.13,completed
11118,27,2025-03-09,859.31,cancelled
11119,329,2025-11-26,2589.2,completed
11120,473,2025-03-02,604.77,completed
11121,424,2025-01-08,1365.42,cancelled
11122,197,2025-01-17,1150.07,completed
11123,52,2025-03-15,368.82,cancelled
11124,462,2025-11-15,435.58,completed
11125,461,2025-03-17,1105.81,completed
11126,290,2025-09-11,4388.93,completed
11127,490,2025-06-02,1644.99,completed
11128,3,2025-01-15,327.69,returned
11129,309,2025-06-12,124.3,completed
11130,20,2025-01-11,1831.95,completed
11131,468,2025-06-23,1025.21,completed
11132,341,2025-07-23,2437.89,completed
11133,457,2025-07-10,591.99,completed
11134,282,2025-04-14,1401.29,cancelled
11135,42,2025-10-07,1982.91,completed
11136,14,2025-08-06,801.73,cancelled
11137,168,2025-04-03,813.82,completed
11138,372,2025-06-08,1116.2,completed
11139,76,2025-02-09,1603.39,completed
11140,427,2025-12-04,1085.68,completed
11141,120,2025-10-02,2168.51,completed
11142,249,2025-04-16,793.65,completed
11143,102,2025-09-04,432.73,completed
11144,233,2025-09-05,4375.97,cancelled
11145,227,2025-08-11,718.21,cancelled
11146,3,2025-01-20,736.63,returned
11147,284,2025-11-17,1047.27,cancelled
11148,394,2025-12-15,1149.44,completed
11149,469,2025-12-22,836.58,completed
11150,166,2025-12-24,1083.33,cancelled
11151,441,2025-12-06,1066.53,cancelled
11152,440,2025-09-27,1239.39,returned
11153,495,2025-01-21,210.56,completed
11154,187,2025-06-19,4091.28,completed
11155,426,2025-03-31,989.2,returned
11156,283,2025-03-22,1646.55,returned
11157,30,2025-10-31,417.94,completed
11158,136,2025-10-24,788.63,cancelled
11159,337,2025-07-10,684.97,completed
11160,81,2025-09-26,3068.08,returned
11161,218,2025-02-17,727.73,completed
11162,388,2025-03-23,1864.33,cancelled
11163,75,2025-11-11,695.55,completed
11164,249,2025-06-14,798.84,completed
11165,108,2025-07-19,923.45,completed
11166,269,2025-06-18,2693.76,completed
11167,121,2025-03-15,292.1,completed
11168,483,2025-10-29,436.61,returned
11169,39,2025-10-04,280.59,completed
11170,482,2025-09-07,512.22,cancelled
11171,396,2025-05-09,621.34,completed
11172,428,2025-08-23,354.2,completed
11173,426,2025-12-14,655.96,completed
11174,94,2025-08-26,267.66,completed
11175,466,2025-06-30,537.76,completed
11176,298,2025-04-09,2540.95,cancelled
11177,482,2025-07-10,1454.64,cancelled
11178,440,2025-05-16,1250.41,completed
11179,290,2025-08-12,543.51,returned
11180,188,2025-01-17,374.18,completed
11181,59,2025-03-11,494.03,completed
11182,51,2025-10-15,1063.96,completed
11183,195,2025-05-19,2013.69,completed
11184,406,2025-06-08,2062.47,completed
11185,253,2025-07-18,1705.18,completed
11186,241,2025-06-09,654.39,completed
11187,123,2025-10-04,1115.64,completed
11188,283,2025-03-31,875.73,completed
11189,320,2025-10-04,952.57,completed
11190,492,2025-03-18,4564.16,completed
11191,365,2025-05-16,319.45,returned
11192,304,2025-08-03,930.5,completed
11193,456,2025-11-20,2561.18,completed
11194,213,2025-03-26,393.03,completed
11195,468,2025-08-03,698.81,completed
11196,185,2025-01-24,757.23,completed
11197,64,2025-01-28,937.95,returned
11198,209,2025-10-08,358.82,completed
11199,65,2025-09-20,1663.54,completed
11200,60,2025-05-18,1748.3,completed
11201,441,2025-08-16,1565.35,completed
11202,398,2025-05-19,596.3,completed
11203,111,2025-04-12,1165.09,completed
11204,419,2025-06-07,584.29,cancelled
11205,35,2025-04-24,868.86,completed
11206,143,2025-10-25,4951.41,completed
11207,354,2025-05-31,1172.61,completed
11208,152,2025-04-28,477.58,cancelled
11209,366,2025-07-15,1244.18,completed
11210,438,2025-10-04,425.7,completed
11211,34,2025-04-10,473.76,cancelled
11212,12,2025-12-09,529.12,completed
11213,471,2025-06-19,803.5,returned
11214,261,2025-08-30,2113.03,completed
11215,254,2025-12-16,1643.99,completed
11216,232,2025-06-07,1581.45,returned
11217,217,2025-03-14,508.14,completed
11218,346,2025-09-30,750.76,completed
11219,290,2025-01-03,1326.63,completed
11220,82,2025-06-17,706.4,completed
11221,314,2025-12-24,902.48,cancelled
11222,335,2025-06-01,1493.61,completed
11223,57,2025-09-07,859.08,returned
11224,189,2025-07-11,1284.65,completed
11225,396,2025-03-20,3343.96,completed
11226,310,2025-04-26,972.33,completed
11227,69,2025-07-11,2503.73,completed
11228,21,2025-02-08,1622.23,cancelled
11229,291,2025-06-01,392.65,completed
11230,231,2025-06-01,507.0,completed
11231,481,2025-11-01,611.85,completed
11232,262,2025-02-15,602.82,completed
11233,466,2025-11-04,1029.47,returned
11234,108,2025-05-30,1686.23,completed
11235,224,2025-08-26,2640.2,completed
11236,70,2025-07-23,1360.66,completed
11237,288,2025-04-20,802.73,completed
11238,95,2025-12-06,255.3,returned
11239,247,2025-03-23,1152.18,completed
11240,173,2025-01-14,1116.59,completed
11241,93,2025-10-01,1246.44,completed
11242,49,2025-08-15,4790.4,completed
11243,257,2025-11-22,2613.43,returned
11244,474,2025-06-17,1899.87,completed
11245,100,2025-01-07,559.22,completed
11246,203,2025-01-08,765.79,completed
11247,113,2025-06-08,1026.19,returned
11248,405,2025-04-02,637.28,returned
11249,208,2025-12-03,1556.7,completed
11250,488,2025-02-13,1407.87,completed
11251,123,2025-11-18,511.93,completed
11252,41,2025-03-21,2534.55,completed
11253,292,2025-02-13,1178.05,completed
11254,326,2025-04-11,326.9,cancelled
11255,496,2025-02-22,1057.92,returned
11256,436,2025-05-27,1335.21,completed
11257,443,2025-05-01,2166.69,completed
11258,318,2025-07-13,865.9,completed
11259,180,2025-07-16,1957.76,completed
11260,215,2025-01-01,1250.13,completed
11261,67,2025-02-15,436.79,completed
11262,216,2025-03-01,407.23,returned
11263,183,2025-03-13,2406.17,completed
11264,18,2025-02-04,2533.07,cancelled
11265,103,2025-04-25,1374.76,completed
11266,268,2025-07-20,3124.39,completed
11267,185,2025-04-23,2297.61,completed
11268,497,2025-05-01,1769.66,returned
11269,240,2025-06-21,579.45,completed
11270,480,2025-07-20,3684.91,completed
11271,331,2025-05-01,1596.25,completed
11272,21,2025-03-22,837.07,completed
11273,102,2025-05-30,686.92,completed
11274,353,2025-01-09,1312.58,completed
11275,273,2025-06-29,340.45,completed
11276,151,2025-12-10,1789.64,cancelled
11277,262,2025-05-26,562.56,completed
11278,452,2025-02-09,1421.44,completed
11279,195,2025-09-16,761.18,completed
11280,23,2025-02-16,911.33,completed
11281,156,2025-03-12,645.59,returned
11282,468,2025-02-23,979.6,completed
11283,381,2025-11-19,4115.71,completed
11284,419,2025-12-25,2891.53,returned
11285,456,2025-07-27,1405.48,completed
11286,59,2025-08-14,1077.39,completed
11287,142,2025-08-24,1980.18,completed
11288,30,2025-08-11,2418.68,completed
11289,3,2025-07-18,613.47,completed
11290,418,2025-12-27,1038.77,completed
11291,469,2025-09-25,306.32,completed
11292,78,2025-02-02,2407.08,completed
11293,362,2025-05-24,4654.16,returned
11294,268,2025-12-22,1159.86,completed
11295,35,2025-05-28,247.77,completed
11296,458,2025-03-16,1679.45,completed
11297,436,2025-11-13,582.39,completed
11298,284,2025-08-16,689.29,completed
11299,354,2025-07-25,1700.37,completed
11300,199,2025-06-03,1310.53,cancelled
11301,397,2025-02-15,779.24,cancelled
11302,223,2025-05-21,695.95,cancelled
11303,495,2025-06-09,1197.61,completed
11304,32,2025-12-06,823.34,completed
11305,87,2025-04-23,504.48,completed
11306,485,2025-02-24,868.88,completed
11307,145,2025-06-06,1390.91,completed
11308,156,2025-12-30,968.09,completed
11309,396,2025-06-26,407.71,completed
11310,95,2025-05-19,2191.51,completed
11311,257,2025-09-01,161.23,completed
11312,144,2025-08-25,802.35,completed
11313,99,2025-04-20,710.42,completed
11314,483,2025-12-20,1216.49,completed
11315,100,2025-08-05,1624.84,completed
11316,48,2025-01-22,2413.26,completed
11317,337,2025-05-29,666.02,cancelled
11318,434,2025-12-03,1653.43,completed
11319,64,2025-05-24,1257.74,completed
11320,354,2025-07-27,330.94,completed
11321,271,2025-08-12,4147.99,completed
11322,416,2025-09-15,400.56,cancelled
11323,64,2025-11-15,1470.93,completed
11324,488,2025-02-24,1440.83,returned
11325,310,2025-07-08,1330.02,cancelled
11326,422,2025-07-14,775.72,completed
11327,181,2025-02-25,1956.82,completed
11328,472,2025-09-03,367.87,completed
11329,314,2025-02-13,1047.25,completed
11330,64,2025-06-16,738.99,completed
11331,462,2025-05-01,682.59,completed
11332,398,2025-02-26,1480.48,completed
11333,151,2025-10-28,2331.43,completed
11334,273,2025-03-31,862.4,completed
11335,195,2025-04-04,1894.06,completed
11336,272,2025-11-08,1135.49,returned
11337,483,2025-11-17,587.04,completed
11338,450,2025-01-13,915.47,completed
11339,108,2025-04-12,889.23,returned
11340,486,2025-09-16,673.4,completed
11341,219,2025-10-12,1480.21,completed
11342,353,2025-12-31,1292.39,completed
11343,383,2025-07-22,360.16,completed
11344,242,2025-01-03,345.13,cancelled
11345,229,2025-11-15,1476.28,completed
11346,229,2025-02-28,619.74,completed
11347,432,2025-02-14,1354.83,completed
11348,194,2025-09-04,1894.39,completed
11349,140,2025-08-09,450.49,completed
11350,181,2025-01-22,408.27,completed
11351,98,2025-03-03,3540.78,completed
11352,196,2025-08-04,1402.62,completed
11353,58,2025-04-04,817.73,completed
11354,45,2025-09-07,570.35,cancelled
11355,362,2025-05-31,767.16,completed
11356,39,2025-08-03,476.56,completed
11357,285,2025-06-23,2035.28,completed
11358,390,2025-05-14,636.68,cancelled
11359,363,2025-05-05,2357.78,completed
11360,224,2025-09-12,828.45,cancelled
11361,97,2025-07-07,528.3,completed
11362,466,2025-08-05,813.7,cancelled
11363,418,2025-07-30,174.7,cancelled
11364,307,2025-03-17,1007.74,completed
11365,44,2025-11-30,973.52,completed
11366,18,2025-07-25,1953.39,completed
11367,158,2025-09-20,292.83,completed
11368,79,2025-11-18,2473.29,completed
11369,431,2025-12-04,1947.73,completed
11370,103,2025-09-01,2634.45,returned
11371,142,2025-10-15,1056.9,completed
11372,488,2025-06-22,2229.94,completed
11373,410,2025-09-27,391.56,completed
11374,110,2025-04-28,1806.48,completed
11375,192,2025-09-17,639.18,completed
11376,258,2025-02-01,345.16,completed
11377,333,2025-11-30,499.25,completed
11378,469,2025-03-31,1100.89,returned
11379,436,2025-08-28,615.84,completed
11380,489,2025-01-05,1426.89,returned
11381,21,2025-02-26,309.28,completed
11382,119,2025-12-27,247.41,completed
11383,282,2025-11-01,2866.0,completed
11384,25,2025-03-23,2064.53,completed
11385,178,2025-02-17,526.1,cancelled
11386,77,2025-10-25,1094.33,completed
11387,467,2025-12-28,2238.71,completed
11388,32,2025-03-03,1470.62,cancelled
11389,75,2025-08-31,1216.53,completed
11390,98,2025-04-14,2360.45,cancelled
11391,75,2025-09-29,657.54,completed
11392,285,2025-06-02,1120.83,cancelled
11393,183,2025-02-15,1083.02,completed
11394,457,2025-04-29,906.02,completed
11395,131,2025-07-16,834.75,completed
11396,269,2025-10-19,1154.02,completed
11397,331,2025-01-08,1123.37,returned
11398,313,2025-12-16,526.42,completed
11399,399,2025-08-26,1922.26,completed
11400,101,2025-11-16,553.65,completed
11401,254,2025-12-06,941.28,cancelled
11402,401,2025-02-26,891.86,completed
11403,432,2025-02-04,1409.05,cancelled
11404,309,2025-10-11,248.79,completed
11405,326,2025-03-10,2045.99,cancelled
11406,433,2025-02-24,682.73,completed
11407,313,2025-06-21,2575.95,completed
11408,475,2025-11-30,784.69,completed
11409,64,2025-10-18,1059.77,completed
11410,174,2025-07-09,4186.63,returned
